"Frase","Encuestado","Posición_énfasis","Nivel_énfasis","Respuesta_Posición","Respuesta_Posición_Acierto","Respuesta_naturalidad"
"F7","90085681","P7","4N","Ninguna de las anteriores","0","5"
"F7","90101025","P7","4N","la","1","3"
"F7","90109835","P7","4N","Ninguna de las anteriores","0","2"
"F7","90152365","P7","4N","la","1","2"
"F7","90281789","P7","4N","la","1","3"
"F7","90320463","P7","4N","la","1","4"
"F7","90326683","P7","4N","la","1","4"
"F7","90505373","P7","4N","disculpa (primera aparición)","0","3"
"F7","90553103","P7","4N","la","1","2"
"F7","90651466","P7","4N","disculpa (primera aparición)","0","4"
"F7","92344983","P7","4N","no","0","2"
"F7","92535165","P7","4N","la","1","2"
"F7","92726062","P7","4N","disculpa (primera aparición)","0","3"
"F7","93015851","P7","4N","Ninguna de las anteriores","0","2"
"F7","93023558","P7","4N","no","0","4"
"F7","93071861","P7","4N","disculpa (primera aparición)","0","2"
"F7","93126720","P7","4N","la","1","2"
"F7","93301505","P7","4N","la","1","2"
"F7","93609934","P7","4N","la","1","2"
"F7","95103080","P7","4N","no","0","3"
"F7","95536151","P7","4N","la","1","4"
"F7","88278818","P7","4B","la","1","4"
"F7","88585663","P7","4B","la","1","2"
"F7","89112866","P7","4B","la","1","4"
"F7","89132226","P7","4B","la","1","2"
"F7","89466251","P7","4B","Ninguna de las anteriores","0","3"
"F7","89512634","P7","4B","la","1","5"
"F7","89517852","P7","4B","la","1","2"
"F7","89586366","P7","4B","la","1","4"
"F7","89586434","P7","4B","Ninguna de las anteriores","0","3"
"F7","89607441","P7","4B","la","1","3"
"F7","89652455","P7","4B","la","1","3"
"F7","89704233","P7","4B","la","1","3"
"F7","89937568","P7","4B","no","0","4"
"F7","89989387","P7","4B","no","0","2"
"F7","90006405","P7","4B","la","1","2"
"F7","90051342","P7","4B","Ninguna de las anteriores","0","3"
"F7","90084300","P7","4B","la","1","2"
"F7","90085681","P7","4B","Ninguna de las anteriores","0","5"
"F7","90101025","P7","4B","la","1","4"
"F7","90109835","P7","4B","Ninguna de las anteriores","0","2"
"F7","90152365","P7","4B","la","1","2"
"F7","90281789","P7","4B","la","1","4"
"F7","90320463","P7","4B","la","1","3"
"F7","90326683","P7","4B","disculpa (primera aparición)","0","3"
"F7","90505373","P7","4B","disculpa (primera aparición)","0","3"
"F7","90553103","P7","4B","la","1","3"
"F7","90651466","P7","4B","Ninguna de las anteriores","0","3"
"F7","92344983","P7","4B","disculpa (segunda aparición)","0","2"
"F7","92535165","P7","4B","la","1","2"
"F7","92726062","P7","4B","no","0","2"
"F7","93015851","P7","4B","disculpa (primera aparición)","0","3"
"F7","93023558","P7","4B","Ninguna de las anteriores","0","4"
"F7","93071861","P7","4B","la","1","2"
"F7","93126720","P7","4B","la","1","2"
"F7","93301505","P7","4B","la","1","2"
"F7","93609934","P7","4B","Ninguna de las anteriores","0","2"
"F7","95103080","P7","4B","no","0","3"
"F7","95536151","P7","4B","la","1","4"
"F8","88278818","P8","1","doña","1","3"
"F8","88585663","P8","1","doña","1","5"
"F8","89112866","P8","1","doña","1","3"
"F8","89132226","P8","1","Ana (primera aparición)","0","3"
"F8","89466251","P8","1","Ninguna de las anteriores","0","4"
"F8","89512634","P8","1","doña","1","5"
"F8","89517852","P8","1","doña","1","3"
"F8","89586366","P8","1","Ninguna de las anteriores","0","4"
"F8","89586434","P8","1","Ninguna de las anteriores","0","1"
"F8","89607441","P8","1","doña","1","5"
"F8","89652455","P8","1","doña","1","3"
"F8","89704233","P8","1","doña","1","4"
"F8","89937568","P8","1","doña","1","3"
"F8","89989387","P8","1","Ana (primera aparición)","0","1"
"F8","90006405","P8","1","doña","1","4"
"F8","90051342","P8","1","no","0","4"
"F8","90084300","P8","1","no","0","2"
"F8","90085681","P8","1","Ana (primera aparición)","0","2"
"F8","90101025","P8","1","doña","1","2"
"F8","90109835","P8","1","doña","1","3"
"F8","90152365","P8","1","doña","1","2"
"F8","90281789","P8","1","Ana (primera aparición)","0","2"
"F8","90320463","P8","1","Ana (primera aparición)","0","3"
"F8","90326683","P8","1","doña","1","4"
"F8","90505373","P8","1","Ana (primera aparición)","0","2"
"F8","90553103","P8","1","doña","1","3"
"F8","90651466","P8","1","doña","1","3"
"F8","92344983","P8","1","no","0","3"
"F8","92535165","P8","1","doña","1","3"
"F8","92726062","P8","1","no","0","3"
"F8","93015851","P8","1","doña","1","4"
"F8","93023558","P8","1","Ninguna de las anteriores","0","3"
"F8","93071861","P8","1","Ana (primera aparición)","0","3"
"F8","93126720","P8","1","Ninguna de las anteriores","0","3"
"F8","93301505","P8","1","doña","1","3"
"F8","93609934","P8","1","Ninguna de las anteriores","0","4"
"F8","95103080","P8","1","Ninguna de las anteriores","0","3"
"F8","95536151","P8","1","doña","1","4"
"F8","88278818","P8","2","doña","1","3"
"F8","88585663","P8","2","doña","1","2"
"F8","89112866","P8","2","doña","1","2"
"F8","89132226","P8","2","doña","1","5"
"F8","89466251","P8","2","Ninguna de las anteriores","0","3"
"F8","89512634","P8","2","doña","1","5"
"F8","89517852","P8","2","doña","1","5"
"F8","89586366","P8","2","Ana (primera aparición)","0","4"
"F8","89586434","P8","2","doña","1","2"
"F8","89607441","P8","2","doña","1","4"
"F8","89652455","P8","2","doña","1","3"
"F8","89704233","P8","2","doña","1","4"
"F8","89937568","P8","2","doña","1","3"
"F8","89989387","P8","2","doña","1","2"
"F8","90006405","P8","2","doña","1","3"
"F8","90051342","P8","2","no","0","4"
"F8","90084300","P8","2","no","0","2"
"F8","90085681","P8","2","Ana (primera aparición)","0","2"
"F8","90101025","P8","2","doña","1","3"
"F8","90109835","P8","2","Ninguna de las anteriores","0","2"
"F8","90152365","P8","2","doña","1","3"
"F8","90281789","P8","2","Ana (primera aparición)","0","3"
"F8","90320463","P8","2","doña","1","3"
"F8","90326683","P8","2","doña","1","4"
"F8","90505373","P8","2","Ana (primera aparición)","0","2"
"F8","90553103","P8","2","doña","1","4"
"F8","90651466","P8","2","doña","1","4"
"F8","92344983","P8","2","doña","1","4"
"F8","92535165","P8","2","doña","1","3"
"F8","92726062","P8","2","Ana (primera aparición)","0","2"
"F8","93015851","P8","2","doña","1","4"
"F8","93023558","P8","2","Ana (primera aparición)","0","3"
"F8","93071861","P8","2","doña","1","5"
"F8","93126720","P8","2","doña","1","4"
"F8","93301505","P8","2","doña","1","2"
"F8","93609934","P8","2","doña","1","4"
"F8","95103080","P8","2","Ninguna de las anteriores","0","2"
"F8","95536151","P8","2","doña","1","4"
"F8","88278818","P8","3","doña","1","2"
"F8","88585663","P8","3","doña","1","2"
"F8","89112866","P8","3","no","0","2"
"F8","89132226","P8","3","Ana (primera aparición)","0","3"
"F8","89466251","P8","3","doña","1","2"
"F8","89512634","P8","3","doña","1","5"
"F8","89517852","P8","3","doña","1","4"
"F8","89586366","P8","3","doña","1","3"
"F8","89586434","P8","3","Ninguna de las anteriores","0","1"
"F8","89607441","P8","3","doña","1","2"
"F8","89652455","P8","3","doña","1","3"
"F8","89704233","P8","3","doña","1","2"
"F8","89937568","P8","3","doña","1","2"
"F8","89989387","P8","3","doña","1","1"
"F8","90006405","P8","3","doña","1","4"
"F8","90051342","P8","3","doña","1","4"
"F8","90084300","P8","3","doña","1","2"
"F8","90085681","P8","3","doña","1","2"
"F8","90101025","P8","3","doña","1","3"
"F8","90109835","P8","3","Ninguna de las anteriores","0","3"
"F8","90152365","P8","3","doña","1","3"
"F8","90281789","P8","3","doña","1","2"
"F8","90320463","P8","3","doña","1","3"
"F8","90326683","P8","3","doña","1","4"
"F8","90505373","P8","3","Ana (primera aparición)","0","2"
"F8","90553103","P8","3","doña","1","2"
"F8","90651466","P8","3","doña","1","1"
"F8","92344983","P8","3","doña","1","2"
"F8","92535165","P8","3","doña","1","2"
"F8","92726062","P8","3","no","0","2"
"F8","93015851","P8","3","doña","1","3"
"F8","93023558","P8","3","doña","1","2"
"F8","93071861","P8","3","Ana (primera aparición)","0","3"
"F8","93126720","P8","3","doña","1","3"
"F8","93301505","P8","3","doña","1","2"
"F8","93609934","P8","3","doña","1","2"
"F8","95103080","P8","3","doña","1","3"
"F8","95536151","P8","3","doña","1","4"
"F8","88278818","P8","4N","doña","1","2"
"F8","88585663","P8","4N","doña","1","2"
"F8","89112866","P8","4N","doña","1","1"
"F8","89132226","P8","4N","doña","1","4"
"F8","89466251","P8","4N","doña","1","2"
"F8","89512634","P8","4N","doña","1","5"
"F8","89517852","P8","4N","doña","1","3"
"F8","89586366","P8","4N","doña","1","3"
"F8","89586434","P8","4N","Ninguna de las anteriores","0","2"
"F8","89607441","P8","4N","doña","1","3"
"F8","89652455","P8","4N","doña","1","3"
"F8","89704233","P8","4N","doña","1","3"
"F8","89937568","P8","4N","Ana (primera aparición)","0","2"
"F8","89989387","P8","4N","doña","1","1"
"F8","90006405","P8","4N","doña","1","2"
"F8","90051342","P8","4N","doña","1","2"
"F8","90084300","P8","4N","doña","1","2"
"F8","90085681","P8","4N","doña","1","2"
"F8","90101025","P8","4N","doña","1","1"
"F8","90109835","P8","4N","Ninguna de las anteriores","0","2"
"F8","90152365","P8","4N","doña","1","1"
"F8","90281789","P8","4N","doña","1","2"
"F8","90320463","P8","4N","doña","1","3"
"F8","90326683","P8","4N","doña","1","3"
"F8","90505373","P8","4N","Ana (primera aparición)","0","2"
"F8","90553103","P8","4N","doña","1","3"
"F8","90651466","P8","4N","doña","1","2"
"F8","92344983","P8","4N","doña","1","1"
"F8","92535165","P8","4N","doña","1","1"
"F8","92726062","P8","4N","no","0","2"
"F8","93015851","P8","4N","doña","1","2"
"F8","93023558","P8","4N","Ana (primera aparición)","0","3"
"F8","93071861","P8","4N","doña","1","3"
"F8","93126720","P8","4N","doña","1","2"
"F8","93301505","P8","4N","doña","1","2"
"F8","93609934","P8","4N","doña","1","3"
"F8","95103080","P8","4N","Ana (primera aparición)","0","2"
"F8","95536151","P8","4N","doña","1","4"
"F8","88278818","P8","4B","doña","1","2"
"F8","88585663","P8","4B","doña","1","2"
"F8","89112866","P8","4B","doña","1","2"
"F8","89132226","P8","4B","doña","1","5"
"F8","89466251","P8","4B","Ninguna de las anteriores","0","2"
"F8","89512634","P8","4B","doña","1","5"
"F8","89517852","P8","4B","doña","1","4"
"F8","89586366","P8","4B","Ninguna de las anteriores","0","4"
"F8","89586434","P8","4B","Ninguna de las anteriores","0","1"
"F8","89607441","P8","4B","doña","1","2"
"F8","89652455","P8","4B","doña","1","2"
"F8","89704233","P8","4B","doña","1","3"
"F8","89937568","P8","4B","doña","1","3"
"F8","89989387","P8","4B","no","0","1"
"F8","90006405","P8","4B","doña","1","2"
"F8","90051342","P8","4B","doña","1","3"
"F8","90084300","P8","4B","doña","1","2"
"F8","90085681","P8","4B","doña","1","2"
"F8","90101025","P8","4B","doña","1","2"
"F8","90109835","P8","4B","doña","1","3"
"F8","90152365","P8","4B","doña","1","3"
"F8","90281789","P8","4B","doña","1","2"
"F8","90320463","P8","4B","doña","1","3"
"F8","90326683","P8","4B","doña","1","4"
"F8","90505373","P8","4B","Ana (primera aparición)","0","2"
"F8","90553103","P8","4B","doña","1","3"
"F8","90651466","P8","4B","doña","1","2"
"F8","92344983","P8","4B","no","0","2"
"F8","92535165","P8","4B","doña","1","2"
"F8","92726062","P8","4B","Ana (primera aparición)","0","2"
"F8","93015851","P8","4B","doña","1","4"
"F8","93023558","P8","4B","doña","1","3"
"F8","93071861","P8","4B","doña","1","4"
"F8","93126720","P8","4B","doña","1","2"
"F8","93301505","P8","4B","doña","1","2"
"F8","93609934","P8","4B","doña","1","2"
"F8","95103080","P8","4B","Ninguna de las anteriores","0","2"
"F8","95536151","P8","4B","doña","1","4"
"F9","88278818","P9","1","Ninguna de las anteriores","0","5"
"F9","88585663","P9","1","Ninguna de las anteriores","0","5"
"F9","89112866","P9","1","puede","0","3"
"F9","89132226","P9","1","puede","0","3"
"F9","89466251","P9","1","Ninguna de las anteriores","0","5"
"F9","89512634","P9","1","Ninguna de las anteriores","0","5"
"F9","89517852","P9","1","Ninguna de las anteriores","0","3"
"F9","89586366","P9","1","Ninguna de las anteriores","0","4"
"F9","89586434","P9","1","Ninguna de las anteriores","0","4"
"F9","89607441","P9","1","Ninguna de las anteriores","0","4"
"F9","89652455","P9","1","si","1","4"
"F9","89704233","P9","1","Ninguna de las anteriores","0","4"
"F9","89937568","P9","1","si","1","4"
"F9","89989387","P9","1","si","1","3"
"F9","90006405","P9","1","Ninguna de las anteriores","0","4"
"F9","90051342","P9","1","Ninguna de las anteriores","0","5"
"F9","90084300","P9","1","puede","0","2"
"F9","90085681","P9","1","Ninguna de las anteriores","0","5"
"F9","90101025","P9","1","Ninguna de las anteriores","0","3"
"F9","90109835","P9","1","Ninguna de las anteriores","0","3"
"F9","90152365","P9","1","Ninguna de las anteriores","0","3"
"F9","90281789","P9","1","Ninguna de las anteriores","0","4"
"F9","90320463","P9","1","puede","0","2"
"F9","90326683","P9","1","puede","0","4"
"F9","90505373","P9","1","viajar","0","4"
"F9","90553103","P9","1","Ninguna de las anteriores","0","4"
"F9","90651466","P9","1","Ninguna de las anteriores","0","4"
"F9","92344983","P9","1","sano","0","4"
"F9","92535165","P9","1","sano","0","4"
"F9","92726062","P9","1","puede","0","2"
"F9","93015851","P9","1","Ninguna de las anteriores","0","5"
"F9","93023558","P9","1","sano","0","4"
"F9","93071861","P9","1","Ninguna de las anteriores","0","5"
"F9","93126720","P9","1","Ninguna de las anteriores","0","4"
"F9","93301505","P9","1","puede","0","3"
"F9","93609934","P9","1","Ninguna de las anteriores","0","4"
"F9","95103080","P9","1","puede","0","3"
"F9","95536151","P9","1","puede","0","3"
"F9","88278818","P9","2","Ninguna de las anteriores","0","5"
"F9","88585663","P9","2","si","1","4"
"F9","89112866","P9","2","puede","0","4"
"F9","89132226","P9","2","puede","0","5"
"F9","89466251","P9","2","Ninguna de las anteriores","0","5"
"F9","89512634","P9","2","si","1","5"
"F9","89517852","P9","2","Ninguna de las anteriores","0","2"
"F9","89586366","P9","2","Ninguna de las anteriores","0","4"
"F9","89586434","P9","2","Ninguna de las anteriores","0","2"
"F9","89607441","P9","2","Ninguna de las anteriores","0","4"
"F9","89652455","P9","2","si","1","4"
"F9","89704233","P9","2","Ninguna de las anteriores","0","3"
"F9","89937568","P9","2","si","1","4"
"F9","89989387","P9","2","puede","0","3"
"F9","90006405","P9","2","Ninguna de las anteriores","0","3"
"F9","90051342","P9","2","puede","0","4"
"F9","90084300","P9","2","puede","0","3"
"F9","90085681","P9","2","viajar","0","4"
"F9","90101025","P9","2","Ninguna de las anteriores","0","3"
"F9","90109835","P9","2","Ninguna de las anteriores","0","3"
"F9","90152365","P9","2","Ninguna de las anteriores","0","2"
"F9","90281789","P9","2","Ninguna de las anteriores","0","4"
"F9","90320463","P9","2","puede","0","2"
"F9","90326683","P9","2","puede","0","4"
"F9","90505373","P9","2","viajar","0","4"
"F9","90553103","P9","2","Ninguna de las anteriores","0","4"
"F9","90651466","P9","2","viajar","0","3"
"F9","92344983","P9","2","Ninguna de las anteriores","0","2"
"F9","92535165","P9","2","puede","0","4"
"F9","92726062","P9","2","puede","0","3"
"F9","93015851","P9","2","Ninguna de las anteriores","0","4"
"F9","93023558","P9","2","Ninguna de las anteriores","0","4"
"F9","93071861","P9","2","Ninguna de las anteriores","0","4"
"F9","93126720","P9","2","Ninguna de las anteriores","0","4"
"F9","93301505","P9","2","viajar","0","4"
"F9","93609934","P9","2","Ninguna de las anteriores","0","4"
"F9","95103080","P9","2","puede","0","3"
"F9","95536151","P9","2","puede","0","3"
"F9","88278818","P9","3","si","1","4"
"F9","88585663","P9","3","si","1","2"
"F9","89112866","P9","3","viajar","0","2"
"F9","89132226","P9","3","puede","0","4"
"F9","89466251","P9","3","si","1","5"
"F9","89512634","P9","3","si","1","5"
"F9","89517852","P9","3","si","1","2"
"F9","89586366","P9","3","si","1","2"
"F9","89586434","P9","3","Ninguna de las anteriores","0","2"
"F9","89607441","P9","3","si","1","4"
"F9","89652455","P9","3","si","1","4"
"F9","89704233","P9","3","si","1","3"
"F9","89937568","P9","3","puede","0","3"
"F9","89989387","P9","3","puede","0","3"
"F9","90006405","P9","3","si","1","3"
"F9","90051342","P9","3","viajar","0","4"
"F9","90084300","P9","3","si","1","2"
"F9","90085681","P9","3","Ninguna de las anteriores","0","4"
"F9","90101025","P9","3","Ninguna de las anteriores","0","2"
"F9","90109835","P9","3","puede","0","3"
"F9","90152365","P9","3","si","1","2"
"F9","90281789","P9","3","si","1","3"
"F9","90320463","P9","3","puede","0","2"
"F9","90326683","P9","3","puede","0","2"
"F9","90505373","P9","3","viajar","0","2"
"F9","90553103","P9","3","si","1","4"
"F9","90651466","P9","3","viajar","0","2"
"F9","92344983","P9","3","Ninguna de las anteriores","0","2"
"F9","92535165","P9","3","si","1","2"
"F9","92726062","P9","3","puede","0","3"
"F9","93015851","P9","3","Ninguna de las anteriores","0","3"
"F9","93023558","P9","3","puede","0","4"
"F9","93071861","P9","3","si","1","4"
"F9","93126720","P9","3","Ninguna de las anteriores","0","2"
"F9","93301505","P9","3","viajar","0","3"
"F9","93609934","P9","3","si","1","3"
"F9","95103080","P9","3","puede","0","3"
"F9","95536151","P9","3","puede","0","3"
"F9","88278818","P9","4N","Ninguna de las anteriores","0","3"
"F9","88585663","P9","4N","si","1","3"
"F9","89112866","P9","4N","puede","0","2"
"F9","89132226","P9","4N","puede","0","3"
"F9","89466251","P9","4N","Ninguna de las anteriores","0","4"
"F9","89512634","P9","4N","puede","0","5"
"F9","89517852","P9","4N","Ninguna de las anteriores","0","2"
"F9","89586366","P9","4N","si","1","2"
"F9","89586434","P9","4N","Ninguna de las anteriores","0","1"
"F9","89607441","P9","4N","si","1","2"
"F9","89652455","P9","4N","si","1","3"
"F9","89704233","P9","4N","si","1","2"
"F9","89937568","P9","4N","puede","0","3"
"F9","89989387","P9","4N","si","1","2"
"F9","90006405","P9","4N","si","1","3"
"F9","90051342","P9","4N","si","1","4"
"F9","90084300","P9","4N","si","1","2"
"F9","90085681","P9","4N","Ninguna de las anteriores","0","4"
"F9","90101025","P9","4N","si","1","1"
"F9","90109835","P9","4N","Ninguna de las anteriores","0","2"
"F9","90152365","P9","4N","si","1","2"
"F9","90281789","P9","4N","Ninguna de las anteriores","0","4"
"F9","90320463","P9","4N","si","1","1"
"F9","90326683","P9","4N","si","1","2"
"F9","90505373","P9","4N","viajar","0","2"
"F9","90553103","P9","4N","si","1","2"
"F9","90651466","P9","4N","viajar","0","3"
"F9","92344983","P9","4N","si","1","2"
"F9","92535165","P9","4N","si","1","1"
"F9","92726062","P9","4N","puede","0","2"
"F9","93015851","P9","4N","si","1","2"
"F9","93023558","P9","4N","Ninguna de las anteriores","0","4"
"F9","93071861","P9","4N","si","1","2"
"F9","93126720","P9","4N","si","1","2"
"F9","93301505","P9","4N","si","1","2"
"F9","93609934","P9","4N","si","1","2"
"F9","95103080","P9","4N","puede","0","2"
"F9","95536151","P9","4N","puede","0","2"
"F9","88278818","P9","4B","si","1","3"
"F9","88585663","P9","4B","si","1","3"
"F9","89112866","P9","4B","si","1","2"
"F9","89132226","P9","4B","si","1","2"
"F9","89466251","P9","4B","Ninguna de las anteriores","0","4"
"F9","89512634","P9","4B","si","1","5"
"F9","89517852","P9","4B","Ninguna de las anteriores","0","2"
"F9","89586366","P9","4B","si","1","2"
"F9","89586434","P9","4B","Ninguna de las anteriores","0","3"
"F9","89607441","P9","4B","si","1","3"
"F9","89652455","P9","4B","si","1","4"
"F9","89704233","P9","4B","si","1","3"
"F9","89937568","P9","4B","puede","0","2"
"F9","89989387","P9","4B","Ninguna de las anteriores","0","2"
"F9","90006405","P9","4B","si","1","3"
"F9","90051342","P9","4B","Ninguna de las anteriores","0","5"
"F9","90084300","P9","4B","si","1","2"
"F9","90085681","P9","4B","Ninguna de las anteriores","0","4"
"F9","90101025","P9","4B","si","1","2"
"F9","90109835","P9","4B","Ninguna de las anteriores","0","3"
"F9","90152365","P9","4B","si","1","2"
"F9","90281789","P9","4B","Ninguna de las anteriores","0","4"
"F9","90320463","P9","4B","puede","0","2"
"F9","90326683","P9","4B","puede","0","2"
"F9","90505373","P9","4B","viajar","0","2"
"F9","90553103","P9","4B","si","1","3"
"F9","90651466","P9","4B","Ninguna de las anteriores","0","3"
"F9","92344983","P9","4B","si","1","4"
"F9","92535165","P9","4B","si","1","1"
"F9","92726062","P9","4B","viajar","0","2"
"F9","93015851","P9","4B","Ninguna de las anteriores","0","2"
"F9","93023558","P9","4B","viajar","0","4"
"F9","93071861","P9","4B","si","1","4"
"F9","93126720","P9","4B","si","1","3"
"F9","93301505","P9","4B","viajar","0","4"
"F9","93609934","P9","4B","si","1","3"
"F9","95103080","P9","4B","puede","0","2"
"F9","95536151","P9","4B","puede","0","3"